London, 2 Bed/2 Bath Apt.-Downtown London-Avail. Aug.15/Sep.1st. - $1699, $1699.00, Apartment, Bedrooms: 2, Bathrooms: 2, Limited, No
London, 3 BED 1 BATH BUNGALOW FOR RENT IN LONDON! AVAILABLE IMMEDIATELY, $2500.00, House, Bedrooms: 3, Bathrooms: 1, Limited, No
London, Private Room Available near Fanshawe College September 1st, $750.00, House, Bedrooms: 1, Bathrooms: 1, 1250, Yes
London, Spacious 2 Bedroom Units close to everything!, $1425.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
London, Spacious 1 Bedroom Units close to everything!, $1275.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
London, Wortley Village detached 2 bedroom house for rent, $2300.00, House, Bedrooms: 2 + Den, Bathrooms: 1, 800, No
London, 1 Bedroom Apartment for Rent - 100 Ridout Street South, $1575.00, Apartment, Bedrooms: 1, Bathrooms: 1, 605, No
London, Condo apartment for rent in London ON, $2100.00, Condo, Bedrooms: 1, Bathrooms: 1, 799, No
London, One-bedroom in Wortley Village, $1500.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
London, Gorgeous 3 Bed + 2 Bed Bungalow in North London by Masonville, $1800.00, House, Bedrooms: 5+, Bathrooms: 3, 2800, No
London, Wonderful 5 Bed 3.5 Bath Rent House Easy Access to Western Uni, $3500.00, House, Bedrooms: 5+, Bathrooms: 3.5, 2500, No
London, 3 Bed Upper Unit of St. Thomas Duplex for Rent Amazing Location, $1450.00, Duplex/Triplex, Bedrooms: 3, Bathrooms: 1, 800, No
London, Lower 1 bedroom apt for rent  $1450, $1450.00, Basement, Bedrooms: 1, Bathrooms: 1, 900, Yes
London, Renovated Modern 2 BDRM for rent Oct 1st, $2200.00, Apartment, Bedrooms: 2, Bathrooms: 1, 600, No
London, Executive 5 Bdrm 4 Bath *  Home * Sunningdale * Finished Bsmt *, $5995.00, House, Bedrooms: 5+, Bathrooms: 4, Limited, No
London, 1 bedroom, $760.00, Apartment, Bedrooms: 1, Bathrooms: 1, 1, No
London, The Poppy - 3A Apartment for Rent - 695 Proudfoot Lane, $2350.00, Apartment, Bedrooms: 3, Bathrooms: 2.5, 1540, No
London, 2 bedroom apartment for Rent, $1500.00, Apartment, Bedrooms: 2, Bathrooms: 1, Limited, No
London, 3 bedroom semi-detached in NW London Available, $2395.00, House, Bedrooms: 3, Bathrooms: 1.5, Limited, No
London, Town house for rent, $2350.00, Townhouse, Bedrooms: 3, Bathrooms: 2.5, 1100, No
London, Room available in london, Please Contact, House, Bedrooms: 1, Bathrooms: 1, 13, No
London, $1000 Bonus | 2 Bedroom Apartment for Rent in Downtown London, $2449.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1237, Yes
London, One Bedroom Apartment For Rent - Close to Everything, $1575.00, Apartment, Bedrooms: 1, Bathrooms: 1, 524, No
London, 1 Bedroom Available in Huron Heights - Close to Everything!, $1549.00, Apartment, Bedrooms: 1, Bathrooms: 1, 611, No
London, Move-in Ready Bachelor Apartment for Rent | London ON, $1499.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 382, No
London, Renovated 2 Bedroom - Great Value for Downtown/Woodfield Area!, $1799.00, Apartment, Bedrooms: 2, Bathrooms: 1, 749, No
London, Renovated Two Bedroom Suite for Rent in London - Great Value!, $1799.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, 913, No
London, $1000 Move-in Bonus | 2 Bed Apartment for Rent Downtown London, $2449.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1237, Yes
London, Modern 2 Bedroom Apartment in Huron Heights, $1725.00, Apartment, Bedrooms: 2, Bathrooms: 1, 732, No
London, Spacious & Bright Two Bedroom Apartment for Rent North London, $1849.00, Apartment, Bedrooms: 2, Bathrooms: 1, 951, No
London, Spacious Modern 2 Bedroom in Huron Heights, $1725.00, Apartment, Bedrooms: 2, Bathrooms: 1, 732, No
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
London, 3 Bedroom + Den. 2500 Sqft Penthouse North London. 2 Parking, $3400.00, Condo, Bedrooms: 3 + Den, Bathrooms: 2, 2470, No
London, Old south one bedroom apartment, $1450.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, Yes
London, 3-Bedroom fully furnished house for rent, $2495.00, House, Bedrooms: 3 + Den, Bathrooms: 1, 1600, Yes
London, REDUCED PRICE: BEAUTIFULLY RENOVATED MODERN 1 BDRM APARTMENT, $1295.00, Apartment, Bedrooms: 1, Bathrooms: 1, 950, No
London, Spacious & Bright Two Bedroom Apartment for Rent North London, $1849.00, Apartment, Bedrooms: 2, Bathrooms: 1, 951, No
London, Quiet Family Home in Old South/Wortley Village, $2575.00, House, Bedrooms: 3, Bathrooms: 1, 1500, No
London, Spacious basement suite close to Costco!, $1295.00, Basement, Bedrooms: 1, Bathrooms: 1, 700, Yes
London, 3 Bed Room + Den Town home for rent - London Byron, $2750.00, Townhouse, Bedrooms: 3 + Den, Bathrooms: 2.5, Limited, No
London, 1-Bedroom Apartment Downtown Area, $1900.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
London, Townhome for Rent (3 bed 3 bath plus den), $2750.00, Townhouse, Bedrooms: 3 + Den, Bathrooms: 2.5, Limited, No
London, 3 Bedroom townhouse in Byron for rent, $2400.00, Townhouse, Bedrooms: 3, Bathrooms: 1, 900, No
London, Private Room for Rent, Please Contact, House, Bedrooms: 1, Bathrooms: 1, 100, Yes
London, LARGE 2 BEDROOM APT! STEPS TO UWO!!, $1895.00, Apartment, Bedrooms: 2, Bathrooms: 1, 1500, No
London, Free Rent, Please Contact, House, Bedrooms: 3, Bathrooms: 1.5, 1800, Yes
London, WESTMOUNT   2 bed apartment, $1795.00, Apartment, Bedrooms: 2, Bathrooms: 1, 750, No
London, 4 Bedroom 2 bathrooms Townhouse Available Now, $2800.00, Condo, Bedrooms: 4, Bathrooms: 2, 1100, Yes
London, House available on lease, $3000.00, House, Bedrooms: 3, Bathrooms: 2.5, 1700, No
London, 2 bed room + den 1 wash room, $1850.00, Basement, Bedrooms: 2 + Den, Bathrooms: 1, 1100, No
London, 1560-1570-1580 Adelaide Street North - 2 Bedroom Apartment for R, $2011.00, Apartment, Bedrooms: 2, Bathrooms: 1, 954, No
London, 1560-1570-1580 Adelaide Street North - 1 Bedroom Apartment for R, $1634.00, Apartment, Bedrooms: 1, Bathrooms: 1, 685, No
London, 500 Proudfoot Lane - Empress Gate Apartments - 2 Bedroom Apartme, $2111.00, Apartment, Bedrooms: 2, Bathrooms: 1, 1117, No
London, 500 Proudfoot Lane - Empress Gate Apartments - 1 Bedroom Apartme, $1815.00, Apartment, Bedrooms: 1, Bathrooms: 1, 805, No
London, 530 Proudfoot Lane - Beaverbrae Apartments - 2 Bedroom Apartment, $2131.00, Apartment, Bedrooms: 2, Bathrooms: 1, 896, No
London, Looking for a 1 or 2 bedroom apartment as soon as possible, Please Contact, Apartment, Bedrooms: 2, Bathrooms: 1, 700, No
London, Granite House - 2 Bedroom Apartment for Rent, $1950.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, 600, No
London, Beautiful 3BD Semi-GarageDrivewayBackyard Deck Close to UWO, $2350.00, Townhouse, Bedrooms: 3, Bathrooms: 1.5, Limited, No
London, 61 Mackay Avenue, $2299.00, Apartment, Bedrooms: 3, Bathrooms: 1, 844, No
London, 2 Bedroom 1 Bath at 61 Mackay Avenue, $1599.00, Apartment, Bedrooms: 2, Bathrooms: 1, 550, No
London, Auburn Park: Apartment for rent in Westmount London, $2199.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, 940, No
London, Available - Beautiful 3 Bedroom Semi in NW London, $2395.00, House, Bedrooms: 3, Bathrooms: 1.5, Limited, No
London, Custom house for rent 3 Bed 3.5 Bath, $2895.00, House, Bedrooms: 3, Bathrooms: 2.5, 1700, No
London, Large One Bedroom Apartment Available Now - Must See!, $1429.00, Apartment, Bedrooms: 1, Bathrooms: 1, 600, No
London, North London Spacious 2 BR 1 Bath FOR RENT, Please Contact, House, Bedrooms: 2 + Den, Bathrooms: 1, Limited, Yes
London, Fantastic Rental Opportunity of Western Students- 4 bed 3 bath, $2800.00, Townhouse, Bedrooms: 4, Bathrooms: 3, Limited, No
London, 2 Bedroom Apartment for rent in Tillsonburg!, $1310.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
London, South Carriage Place - Wimbledon Apartment for Rent, $2250.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1315, No
London, 3 Bedroom and 2 baths near Fanshawe College, $2495.00, Duplex/Triplex, Bedrooms: 3, Bathrooms: 2, Limited, No
London, Brand new beautiful walkout basement, $1550.00, Basement, Bedrooms: 1, Bathrooms: 1, 1000, No
London, 520-560 Mornington Avenue  - 1 Bedroom Apartment for Rent, $1499.00, Apartment, Bedrooms: 1, Bathrooms: 1, 732, No
London, House for Rent, Please Contact, Townhouse, Bedrooms: 3, Bathrooms: 3.5, 2100, No
London, Wanted:
                            one bedroom apartment wanted, Please Contact, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
London, Brand new 4 bedrooms detached house in Park Hill near London, Please Contact, House, Bedrooms: 4, Bathrooms: 2.5, Limited, No
London, Room for rent Masonville Area. En-suite bathroom and furnished, $999.00, Condo, Bedrooms: 1, Bathrooms: 1, 1000, Yes
London, two bedroom house for rent, $1900.00, House, Bedrooms: 2, Bathrooms: 1, Limited, No
London, House for Rent, $3200.00, House, Bedrooms: 4, Bathrooms: 2.5, 2400, No
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
London, Renovated 1 Bedroom Units close to everything!, $1400.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
London, Student Living- 1 Bedroom Apartments in Downtown London, $1849.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
London, 3 Bedroom acco Hamilton Rd Veterans Memo Pkway September 01., $2350.00, House, Bedrooms: 3, Bathrooms: 1, 1100, No
London, Kingswell Towers - 1 Bedroom 1 Bathroom & eat-in kitchen Apart, $1875.00, Apartment, Bedrooms: 1, Bathrooms: 1, 858, No
London, One Bedroom Apartment  Woodfield Area, $1925.00, Apartment, Bedrooms: 1, Bathrooms: 1, 875, No
London, 3 BED 2 BATH – TOWNHOUSE FOR RENT – 1096 JALNA BLVD LONDON, $2295.00, Townhouse, Bedrooms: 3, Bathrooms: 1.5, 1000, No
London, Colborne Place - 1 Bedroom Apartment for Rent, $1919.00, Apartment, Bedrooms: 1, Bathrooms: 1, 888, No
London, 2 BED 1 BATH - UPPER LEVEL APARTMENT FOR RENT - 880 HELMUTH AVE, $2145.00, Apartment, Bedrooms: 2, Bathrooms: 1, 400, No
London, House for rent in London Byron, $2800.00, House, Bedrooms: 3, Bathrooms: 3, Limited, No
London, House for rent, $2500.00, House, Bedrooms: 3, Bathrooms: 1, 1500, No
London, Basement Apartment Walking Distance to Western University!, $1200.00, Basement, Bedrooms: 1, Bathrooms: 1, 600, Yes
London, 3 bedroom 2 bathroom at 179 Fairhaven Circle, $2595.00, House, Bedrooms: 3, Bathrooms: 2, Limited, No
London, 2 Bedroom plus Den 1 Bath – Fully Furnished Home, $2595.00, Duplex/Triplex, Bedrooms: 2 + Den, Bathrooms: 1, Not Available, Yes
London, 2 bedroom 1 bath home - Unit B, $2095.00, Duplex/Triplex, Bedrooms: 2, Bathrooms: 1, Limited, No
London, 2 bedroom 2 bath home in a Quiet Neighbourhood, $2450.00, Duplex/Triplex, Bedrooms: 2, Bathrooms: 2, Limited, No
London, 2 bedroom and 2 baths in North East London, $2125.00, Duplex/Triplex, Bedrooms: 2, Bathrooms: 2, Limited, No
London, Waterloo @ Queens Victorian Building, $1395.00, Apartment, Bedrooms: 1, Bathrooms: 1, 500, No
London, 1 BDRM DOWNTOWN ACROSS FROM VICTORIA PARK!!!, $1400.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
London, Stunning 5 Bdrm Home Finished Bsmt * Private Yard *, $3195.00, House, Bedrooms: 5+, Bathrooms: 3.5, 2300, No
London, Canterbury Towers 2, $1670.00, Apartment, Bedrooms: 1, Bathrooms: 1, 689, No
London, 1 BDRM STEPS FROM VIC HOSPITAL!!!, $1425.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
London, 2 BDRM IN SOUTH LONDON - CLOSE TO EVERYTHING!, $1550.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
London, 2 bdrm in Westmount Lots of Storage- CALL 519-641-0471, $1600.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, Not Available, No
London, TOTALLY RENOVATED 2 BDRM APT - ALL UTILITIES INCLUDED, $1590.00, Apartment, Bedrooms: 2, Bathrooms: 1, 925, No
London, Spacious 3 BDRM Available - CALL 519-200-8170 TODAY!!!, $1999.00, House, Bedrooms: 3, Bathrooms: 1.5, 1287, No
London, Spacious & Detached 3 Bedroom Home In London!, $2595.00, House, Bedrooms: 3, Bathrooms: 2.5, Not Available, No
London, 2 BDRM DOWNTOWN ACROSS FROM VICTORIA PARK, $1550.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
London, Canterbury Towers - 2 Bed, $1900.00, Apartment, Bedrooms: 2, Bathrooms: 1, 1000, No
London, 2 Bedroom Old South  from $1600, $1600.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
London, 2 bdrm Townhouse -October 1st -Air Conditioning -Adelaide St N, $1600.00, Townhouse, Bedrooms: 2, Bathrooms: 1, 1000, No
London, London North Oakridge Townhouse, $2400.00, Townhouse, Bedrooms: 3, Bathrooms: 2, 1080, No
London, FOR RENT - Beautiful 2022 2-Bedroom Apartment Near Masonville, $1000.00, Apartment, Bedrooms: 2 + Den, Bathrooms: 2, 1560, Yes
London, Room for rent (females), $600.00, House, Bedrooms: 5+, Bathrooms: 2, 1400, Yes
London, 1 bedroom walkout basement with 5 appliances, $1550.00, Basement, Bedrooms: 1, Bathrooms: 1, 550, No
London, HOUSE FOR RENT, $2800.00, Duplex/Triplex, Bedrooms: 4, Bathrooms: 1, Limited, Yes
London, Basement for rent, $1300.00, Basement, Bedrooms: 2, Bathrooms: 1, 1500, No
London, BEAUTIFUL 3 BEDROOM TOWNHOUSE AVAILABLE IN LONDON, $1895.00, Apartment, Bedrooms: 3, Bathrooms: 1, Not Available, No
London, Stunning OLD NORTH * Executive HOME * 4 Bdrm 3 Bath * Private Se, $4500.00, House, Bedrooms: 4, Bathrooms: 2.5, 3566, No
London, 1 BEDROOM DOWNTOWN APARTMENT FOR RENT, $1845.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 400, No
London, 2 BEDROOM APARTMENT FOR RENT, $2195.00, Apartment, Bedrooms: 2, Bathrooms: 1, 800, No
London, Wanted:
                            House for rent, Please Contact, House, Bedrooms: 3, Bathrooms: 2.5, 1500, No
London, Wanted:
                            Looking for 1 bedroom apartment, Please Contact, Apartment, Bedrooms: 1, Bathrooms: 1, 500, No
London, 2696 Foxbend Link - 3 bedroom 1.5 bathroom House for Rent, $2495.00, House, Bedrooms: 3, Bathrooms: 1.5, Not Available, Yes
London, 2 Bed Lower Unit For Rent, $1800.00, Basement, Bedrooms: 2, Bathrooms: 1, Limited, No
London, Newly Renovated 2 Bedroom Basement, $1750.00, Basement, Bedrooms: 2, Bathrooms: 1, 1000, No
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
London, LUXURIOUS 3 BEDROOM WITH FINISHED BASEMENT WITH FULL WASHROOM, $3400.00, House, Bedrooms: 3 + Den, Bathrooms: 4, 1900, No
London, Renovated 2 Bedroom Units close to everything!, $1675.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
London, Modern 2 Bedroom Apartment in Huron Heights, $1725.00, Apartment, Bedrooms: 2, Bathrooms: 1, 732, No
London, Quiet Family Home in Old South/Wortley Village, $2575.00, House, Bedrooms: 3, Bathrooms: 1, 1500, No
London, Room(s) for Rent in 4 Bed 3.5 Bath House, $825.00, House, Bedrooms: 4, Bathrooms: 3.5, 2000, No
London, Cozy 2 Bedroom Basement Apartment, $1700.00, Basement, Bedrooms: 2, Bathrooms: 1, 700, No
London, 2 Bed/1 Bath Lower Unit - All Inclusive, $2100.00, Basement, Bedrooms: 2, Bathrooms: 1, 850, No
London, 2Bed 1Bath Walkout Basement for Rent   near Argyle Mall, Please Contact, Basement, Bedrooms: 2, Bathrooms: 1, 1000, No
London, REDUCED PRICE: BEAUTIFULLY RENOVATED MODERN 1 BDRM APARTMENT, $1295.00, Apartment, Bedrooms: 1, Bathrooms: 1, 950, No
London, 3 Beds 2.5 Baths - House FOR RENT, $2750.00, House, Bedrooms: 3, Bathrooms: 2.5, Limited, No
London, 3 bed apartment, $2500.00, Apartment, Bedrooms: 3, Bathrooms: 1, Limited, No
London, 2345 and 8 bedroom houses and apartments, $900.00, House, Bedrooms: 3, Bathrooms: 2, 1200, No
London, RentRevo - 1 Bedroom Apartment for Rent, $1250.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, Yes
London, 700 King Street (East Tower) - 2 Bedroom Apartment for Rent, $1475.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, Yes
London, 700 King Street (East Tower) - 1 Bedroom + Den Apartment for Ren, $1275.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, Yes
London, 700 King Street (West Tower) - 2 Bedroom Apartment for Rent, $1525.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, Yes
London, 700 King Street (East Tower) - 3 Bedroom Apartment for Rent, $1875.00, Apartment, Bedrooms: 3, Bathrooms: 2, Not Available, Yes
London, 2 bedroom 2 bath - 12 Cartwright, $2299.00, Apartment, Bedrooms: 2, Bathrooms: 2, 962, No
London, Gorgeous 3BD Semi-GarageDrivewayBackyard Deck Close to UWO, $2350.00, Townhouse, Bedrooms: 3, Bathrooms: 1.5, Limited, No
London, #2- 580 WATERLOO ST, $1429.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
London, 1529 GLENGARRY AVE, $2595.00, House, Bedrooms: 3 + Den, Bathrooms: 2, Limited, No
London, Basement available, $1100.00, Basement, Bedrooms: 1, Bathrooms: 1, 900, Yes
London, 2 Bedroom basement apartment for rent in London, $1600.00, Basement, Bedrooms: 2, Bathrooms: 1, 1009, Yes
London, Rooms to Sublet, Please Contact, Apartment, Bedrooms: 5+, Bathrooms: 3.5, Limited, No
London, Family home, Please Contact, Townhouse, Bedrooms: 3 + Den, Bathrooms: 2, 600, No
London, RENOVATED 2 BEDROOM APT- AVAILABLE IMMEDIATELY $1700 plus hydro, $1700.00, Apartment, Bedrooms: 2, Bathrooms: 1, 800, No
London, September 1 - Lower One-Bedroom Apartment - Old South, $1175.00, Apartment, Bedrooms: 1, Bathrooms: 1, 500, No
London, House for rent, $3000.00, House, Bedrooms: 3 + Den, Bathrooms: 2.5, Limited, No
London, 2 bedroom aprtment for rent, $1675.00, Apartment, Bedrooms: 2, Bathrooms: 1, Limited, Yes
London, 2 bedroom aprtment for rent, $1675.00, Apartment, Bedrooms: 2, Bathrooms: 1, Limited, Yes
London, RentRevo - 2 Bedroom Apartment for Rent, $1500.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, Yes
London, House for rent, Please Contact, House, Bedrooms: 3 + Den, Bathrooms: 2, 1500, Yes
London, House for Rent near Fanshawe College, $2400.00, House, Bedrooms: 3 + Den, Bathrooms: 1, 1500, Yes
London, 3 bedroom Basement for Rent, $1900.00, Basement, Bedrooms: 3, Bathrooms: 1, 1500, No
London, LUXURIOUS 3 BEDROOM WITH FINISHED BASEMENT WITH FULL WASHROOM, $3400.00, House, Bedrooms: 3 + Den, Bathrooms: 4, 1900, No
London, 2 Bed 1 Bath in St. Thomas, $1900.00, Apartment, Bedrooms: 2, Bathrooms: 1, Limited, No
London, House for rent, $3000.00, House, Bedrooms: 4, Bathrooms: 2, 1300, No
London, 520-560 Mornington Avenue  - 2 Bedroom Apartment for Rent, $1723.00, Apartment, Bedrooms: 2, Bathrooms: 1, 977, No
London, 700 King Street (West Tower) - 1 Bedroom + Den Apartment for Ren, $1450.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, Yes
London, Talbot Towers, $1615.00, Apartment, Bedrooms: 1, Bathrooms: 1, 655, No
London, 700 King Street (West Tower) - 3 Bedroom Apartment for Rent, $2125.00, Apartment, Bedrooms: 3, Bathrooms: 2, Not Available, Yes
London, 3 Beds 1 bath house, $2500.00, House, Bedrooms: 3, Bathrooms: 1, 1300, No
London, 2 Bed / 1 Bath renovated apartment great location!, $1950.00, Duplex/Triplex, Bedrooms: 2, Bathrooms: 1, Limited, No
London, Come home, $1450.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
London, 2 furnished bedrooms available in a 3 bedroom house., $1100.00, Townhouse, Bedrooms: 2, Bathrooms: 1.5, 2000, Yes
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
London, Renovated 1 Bedroom Units close to everything!, $1400.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
London, One Bedroom Apartment  Woodfield Area, $1925.00, Apartment, Bedrooms: 1, Bathrooms: 1, 875, No
London, $2600/MN RENOVATED 4 BED 2 BATH WHOLE HOUSE AVL SEPT 1, $2600.00, Basement, Bedrooms: 4, Bathrooms: 2, Limited, No
London, Basement with Separate Enterance, $1495.00, Basement, Bedrooms: 1, Bathrooms: 1, 1000, Yes
London, Old south one bedroom apartment, $1450.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, Yes
London, 2 furnished bedrooms available in a 3 bedroom house., $1100.00, Townhouse, Bedrooms: 2, Bathrooms: 1.5, 2000, Yes
London, Beautiful 3-bedroom 1.5 bath townhome, $2300.00, Townhouse, Bedrooms: 3, Bathrooms: 1.5, 1500, No
London, 2 Bedroom Main Floor Apt., $1500.00, Duplex/Triplex, Bedrooms: 2, Bathrooms: 1, 1000, No
London, Wanted:
                            Looking for 1 Bedroom Apartment prefer in apartment building, $1200.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
London, Detached house for rent (3 bedrooms 3.5 bathrooms), $3300.00, House, Bedrooms: 3 + Den, Bathrooms: 3.5, 2300, No
London, Lower (ground) level apartment for rent., $1400.00, Duplex/Triplex, Bedrooms: 1 + Den, Bathrooms: 1, Limited, No
London, Room rental or Batchelor apartment wanted, Please Contact, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 100, No
London, Main floor for family rental near UWO London, $3300.00, House, Bedrooms: 4, Bathrooms: 3, 1500, Yes
London, Two bedrooms for rent - $800- $900, $900.00, Condo, Bedrooms: 2, Bathrooms: 1.5, 1200, Yes
London, Brand new built townhome for rent in London ON, $2850.00, Townhouse, Bedrooms: 3, Bathrooms: 3, 1750, No
London, 5 BED 3 BATH – HOUSE FOR RENT – 1099 FELIX AVE WINDSOR, $2395.00, House, Bedrooms: 5+, Bathrooms: 3, 1800, No
London, BACHELOR APARTMENT FOR RENT IN ST THOMAS!, $875.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Not Available, No
London, 3 Bedroom Apartment in Strathroy, $1850.00, Duplex/Triplex, Bedrooms: 3, Bathrooms: 1, 1000, No
London, 1 bedroom large apartment North of London Masonville Area, $1500.00, Apartment, Bedrooms: 1, Bathrooms: 1, 950, Yes
London, Brand-New London North Condo for Rent, $3200.00, Condo, Bedrooms: 2 + Den, Bathrooms: 2, 1695, No
London, House for rent London on, $2950.00, House, Bedrooms: 3 + Den, Bathrooms: 2.5, 1400, No
London, Duplex upper unit for rent, $2500.00, Duplex/Triplex, Bedrooms: 2, Bathrooms: 1, Limited, Yes
London, BEAUTIFUL SEMI-DETACHED, $2600.00, Townhouse, Bedrooms: 3 + Den, Bathrooms: 1.5, 1800, No
London, Two Bdrm Walking Distance to the University & Downtown, $1645.00, Apartment, Bedrooms: 2, Bathrooms: 1, Limited, No
London, Beautiful Spacious 1 Bdrm Apts for rent All-In with Laundry, $1595.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
London, 3 Beds 1 Bath Detached House in North West London, $2400.00, House, Bedrooms: 3, Bathrooms: 1, 1000, No
London, Sunningdale N Richmond Masterbedroom for RENT.........., $1200.00, House, Bedrooms: 4, Bathrooms: 5, 3700, Yes
London, Large 2 bedroom Professional Quiet Woodfield Area, $2200.00, Apartment, Bedrooms: 2 + Den, Bathrooms: 1, 900, No
London, House for rent 4bed/4bath, $3200.00, House, Bedrooms: 4, Bathrooms: 3.5, 2600, No
London, Wanted:
                            We need a country house rental, Please Contact, House, Bedrooms: 3 + Den, Bathrooms: 1, Limited, No
London, Great Apartment Central/East Location and Yard!, $1850.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, Yes
London, Townhouse available for rent -end unit, $2450.00, Townhouse, Bedrooms: 3, Bathrooms: 2.5, 1500, No
London, Cozy home main floor will it be yours?, $1450.00, Duplex/Triplex, Bedrooms: 1, Bathrooms: 1, Limited, No
London, Wanted !! Family looking, Please Contact, House, Bedrooms: 4, Bathrooms: 2, Limited, No
London, OLD SOUTH 2 Bedroom HOUSE, $1850.00, House, Bedrooms: 2, Bathrooms: 1, Limited, No
London, Studio Apartment for Rent, $750.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 225, No
London, Gorgeous Executive Home in Komoka, $4900.00, House, Bedrooms: 4, Bathrooms: 2.5, 3600, No
