Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
London, London 2 Bedroom Apartment for Rent: GET IT WHILE YOU CAN! Rare, $1645.00, Apartment, Bedrooms: 2, Bathrooms: 1, 750, No
London, 3000 sq. ft. 2-Story 6 Bedroom Downtown Apartment, $6000.00, Apartment, Bedrooms: 5+, Bathrooms: 3.5, Limited, No
London, 3 Amazing Units for Rent in Downtown London near Victoria Park, $2600.00, House, Bedrooms: 3, Bathrooms: 2, 1500, No
London, Fantastic 3 Bed + 2 Bed Bungalow in North London by Masonville, $1800.00, House, Bedrooms: 5+, Bathrooms: 3, 2800, No
London, RENOVATED 2 BEDROOM APT- AVAILABLE IMMEDIATELY $1700 plus hydro, $1700.00, Apartment, Bedrooms: 2, Bathrooms: 1, 800, No
London, 3+1 Bedroom Amazing Large House in North-east London, $3200.00, House, Bedrooms: 4, Bathrooms: 3.5, 2350, No
London, House for rent, $3000.00, House, Bedrooms: 3 + Den, Bathrooms: 2.5, Limited, No
London, 3 BED 1 BATH BUNGALOW FOR RENT IN LONDON! AVAILABLE IMMEDIATELY, $2500.00, House, Bedrooms: 3, Bathrooms: 1, 1150, No
London, 3 bedroom Basement for Rent, $1900.00, Basement, Bedrooms: 3, Bathrooms: 1, 1500, No
London, 2 Bed/2 Bath Apt.-Downtown London-Avail. Aug.15/Sep.1st. - $1800, $1800.00, Apartment, Bedrooms: 2, Bathrooms: 2, Limited, No
London, LUXURIOUS 3 BEDROOM WITH FINISHED BASEMENT WITH FULL WASHROOM, $3400.00, House, Bedrooms: 3 + Den, Bathrooms: 4, 1900, No
London, 2 Bedroom Apartment for Rent - 1/291/295/9 Grosvenor Street, $2115.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, 1258, No
London, 2 Bedroom Apartment for Rent - 1/291/295/9 Grosvenor Street, $2125.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1262, No
London, 1 Bedroom Apartment for Rent - 1/291/295/9 Grosvenor Street, $1660.00, Apartment, Bedrooms: 1, Bathrooms: 1, 722, No
London, 520-560 Mornington Avenue  - 2 Bedroom Apartment for Rent, $1723.00, Apartment, Bedrooms: 2, Bathrooms: 1, 977, No
London, Talbot Towers, $1615.00, Apartment, Bedrooms: 1, Bathrooms: 1, 655, No
London, Beautiful 3-bedroom 1.5 bath townhome, $2300.00, Townhouse, Bedrooms: 3, Bathrooms: 1.5, 1500, No
London, Detached house for rent (3 bedrooms 3.5 bathrooms), $3300.00, House, Bedrooms: 3 + Den, Bathrooms: 3.5, 2300, No
London, Lower (ground) level apartment for rent., $1400.00, Duplex/Triplex, Bedrooms: 1 + Den, Bathrooms: 1, Limited, No
 2, Bathrooms: 1, 732, No
London, Renovated Two Bedroom Suite for Rent in London - Great Value!, $1799.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, 913, No
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
Toronto, 1 Bedroom Large Apt. for Rent Steps to Victoria Park Station!, $2125.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, 2 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr, $2680.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, Not Available, No
Toronto, 1 Bedroom Apartment- North York Don Valley Parkway Brookbanks Dr, $2399.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, Bachelor at 225 Davisville Avenue, $2100.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 440, No
Toronto, Newly Designed Suites with Charm and Sophistication, $3197.00, Apartment, Bedrooms: 2 + Den, Bathrooms: 1, 933, No
Toronto, Downtown 2 Bedroom Apartment for Rent - 15 Dundonald Street, $3180.00, Apartment, Bedrooms: 2, Bathrooms: 1, 740, Yes
Toronto, Downtown Bachelor Apartment for Rent - 15 Dundonald Street, $2132.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 394, Yes
Toronto, Downtown 1 Bedroom Apartment for Rent - 15 Dundonald Street, $2539.00, Apartment, Bedrooms: 1, Bathrooms: 1, 626, Yes
Toronto, Downtown 1 Bedroom Apartment for Rent - 80 Wellesley Street Eas, $2479.00, Apartment, Bedrooms: 1, Bathrooms: 1, 660, No
Toronto, 157 & 165 Jameson Avenue - 0 Bedroom 1 Bathroom Apartment for R, $1949.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 399, No
Toronto, Vaughan Terrace - 1 Bedroom 1 Bathroom Apartment for Rent, $2099.00, Apartment, Bedrooms: 1, Bathrooms: 1, 454, No
Toronto, 2 Bed- Spacious and Renovated - Contact Today!!, $3079.00, Apartment, Bedrooms: 2, Bathrooms: 1, 940, No
Toronto, Gowan Court, $2389.00, Apartment, Bedrooms: 1, Bathrooms: 1, 640, No
Toronto, 1 Bed Apartment Rent today, $2639.00, Apartment, Bedrooms: 1, Bathrooms: 1, 665, No
Toronto, BRIGHT SPACIOUS APARTMENT-BATHURST AND LAWRENCE, $1950.00, Apartment, Bedrooms: 1, Bathrooms: 1, 750, No
Toronto, New Two-Bedroom Suite in Modern Rental Community, $2950.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, Yes
Toronto, 3 Bedroom Townhome Available In Prestigious Midtown Davisville, $4500.00, Apartment, Bedrooms: 3, Bathrooms: 2.5, 2226, No
Toronto, Davisville  Village - Junior One Bedroom Suite Available, $2200.00, Apartment, Bedrooms: 1, Bathrooms: 1, 569, No
Toronto, Bright spacious 2 BR apt in Bloor west village, $2600.00, Apartment, Bedrooms: 2, Bathrooms: 1, 900, No
Toronto, One Bedroom Apartment, $2350.00, Apartment, Bedrooms: 1, Bathrooms: 1, 600, No
Toronto, NICE LADY LOOKING FOR A QUIET ANY SZ LEGIT  AVAIL APT 4 ASAP, $1850.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 500, No
Toronto, One Bedroom Plus Den for Rent | High Park Village, $2615.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, Two Bedroom Suites for Rent | York Mills and Leslie, $2855.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Toronto, One Bedroom Suites for Rent | 39 Niagara, $2594.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, One Bedroom Suites for Rent | York Mills and Leslie, $2416.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, One Bedroom Plus Den for Rent | Minto Yorkville, $3553.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, Yes
Toronto, Renovated 1 bed available now $2149+, $2149.00, Apartment, Bedrooms: 1, Bathrooms: 1, 600, No
Toronto, 1 & 3 BEDROOMS AVAILABLE STARTING FROM $2350, $2350.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, 2 & 3 BEDROOMS AVAILIBLE IN NORTH YORK, $2897.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Toronto, Gatehouse in Oakwood Village for rent, $1950.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Limited, Yes
Toronto, Wellesley Apartments - Bachelor available at 100 Wellesley Stree, $2145.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 325, Yes
Toronto, Wellesley Apartments - 1 Bdrm available at 100 Wellesley Street, $2580.00, Apartment, Bedrooms: 1, Bathrooms: 1, 625, Yes
Toronto, Davisville Village Apartments - 2 Bdrm available at 111 Davisvil, $3025.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Toronto, Davisville Village Apartments - Bachelor available at 111 Davisv, $1935.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Not Available, No
Toronto, Davisville Village Apartments - 1 Bdrm available at 111 Davisvil, $2295.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, Davisville Village Apartments - 1 Bdrm available at 141 Davisvil, $2365.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, Davisville Village Apartments - 2 Bdrm available at 141 Davisvil, $2960.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Toronto, Davisville Village Apartments - Bachelor available at 141 Davisv, $1930.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Not Available, No
Toronto, Upscale 2 Bedroom Suite Don Mills & Sheppard Ave E, $2597.00, Apartment, Bedrooms: 2, Bathrooms: 1, 900, No
Toronto, Tower Hill East - 3 Bdrm available at 330 Spadina Road Toronto, $4205.00, Apartment, Bedrooms: 3, Bathrooms: 1, 1283, Yes
Toronto, Tower Hill East - 1 Bdrm available at 330 Spadina Road Toronto, $2905.00, Apartment, Bedrooms: 1, Bathrooms: 1, 850, Yes
Toronto, For Rent - 1 bedroom Apartment - 161 St. George Street, $2379.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Toronto, For Rent - Bachelor Apartment - 161 St. George Street, $2179.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Not Available, No
Toronto, For Rent - Bachelor Apartment - 177 St. George Street, $2199.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Not Available, No
Toronto, For Rent - Bachelor Apartment - 608 Church Street, $2099.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Not Available, No
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
Hamilton, 2 Bedroom Apartment for Rent - 200 Bay Street South, $2000.00, Apartment, Bedrooms: 2, Bathrooms: 1, 785, No
Hamilton, NEWLY RENOVATED 1 BEDROOM SUITE AVAILABLE NOW!, $1800.00, Apartment, Bedrooms: 1, Bathrooms: 1, 834, No
Hamilton, 3 Bedroom Apartment for Rent - 140 Robinson Street, $2150.00, Apartment, Bedrooms: 3, Bathrooms: 1, 916, Yes
Hamilton, Renovated 1 Bedroom @ Hunter Hamilton, $1600.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Hamilton, 1 Bedroom Apartment for Rent - 200 Bay Street South, $1685.00, Apartment, Bedrooms: 1, Bathrooms: 1, 535, Yes
Hamilton, 2 BEDROOM APARTMENT FOR RENT IN KING SUITES HAMILTON!, $1675.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Hamilton, One Bedroom Basement unit for rent in Hamilton, $1300.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
Hamilton, 1 BEDROOM APARTMENT AVAILABLE NOW.     2189 KING STREET EAST, $1500.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
Hamilton, 1 BEDROOM APARTMENTS FOR RENT IN HAMILTON!, $1495.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Hamilton, Tree bedroom unit for rent, $2195.00, Apartment, Bedrooms: 3, Bathrooms: 1, Not Available, No
Hamilton, Two bedroom unit for rent, $1995.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Hamilton, Rare ALL INCLUSIVE Hamilton Mountain Gem - 2 Bed 1 Bath, $2200.00, Apartment, Bedrooms: 2 + Den, Bathrooms: 1, 1100, No
Hamilton, NICE LADY LOOKING FOR QUIET ANY SZ LEGIT AVAIL APT FOR ASAP, $1850.00, Apartment, Bedrooms: 1, Bathrooms: 1, 500, No
Hamilton, Studio apartment now available! $1249. Move-in bonus $500, $1249.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 450, No
Hamilton, 1 bedroom available now. $1499 $500 move-in bonus!, $1499.00, Apartment, Bedrooms: 1, Bathrooms: 1, 600, No
Hamilton, 2 BEDROOM TOWNHOMES STARTING FROM $2353!, $2353.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Hamilton, Bold Towers - 1 Bedroom Apartment for Rent, $1675.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Hamilton, Bold Towers - 2 Bedroom Apartment for Rent, $1925.00, Apartment, Bedrooms: 2, Bathrooms: 1, 801, No
Hamilton, Rosemount: Apartment for rent in Downtown Burlington, $2749.00, Apartment, Bedrooms: 2, Bathrooms: 1, 930, No
Hamilton, YOUR OASIS! Beautiful 2 Bedroom in HIGHLY-DESIRED West Mountain!, $1875.00, Apartment, Bedrooms: 2, Bathrooms: 1, 1000, No
Hamilton, A beautiful 2 bedroom  to call home, $1895.00, Apartment, Bedrooms: 2, Bathrooms: 1, Limited, No
Hamilton, trailer for rent 700$ a month by McMaster, $700.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 19, Yes
Hamilton, Wellington Place - Bachelor 1 Bathroom Apartment for Rent, $1350.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Not Available, No
Hamilton, Wellington Place - 3 Bedrooms 1 Bathroom Apartment for Rent, $2149.00, Apartment, Bedrooms: 3, Bathrooms: 1, 830, No
Hamilton, Wellington Place - 2 Bedrooms 1 Bathroom Apartment for Rent, $1849.00, Apartment, Bedrooms: 2, Bathrooms: 1, 830, No
Hamilton, Wellington Place - 1 Bedroom 1 Bathroom Apartment for Rent, $1575.00, Apartment, Bedrooms: 1, Bathrooms: 1, 415, No
Hamilton, Wellington Place - Junior 1 Bedroom 1 Bathroom Apartment for Re, $1495.00, Apartment, Bedrooms: 1, Bathrooms: 1, 415, No
Hamilton, 236 Duke St. - 1 Bedroom Apartment for Rent, $1956.00, Apartment, Bedrooms: 1, Bathrooms: 1, 691, No
Hamilton, 236 Duke St. - 2 Bedroom Apartment for Rent, $2141.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Hamilton, 3 bedroom upper apartment, $1500.00, Apartment, Bedrooms: 2 + Den, Bathrooms: 1, 900, No
Hamilton, Melvin Apartments - Renovated 1 Bedroom  Apartment for Rent, $1499.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Hamilton, Melvin Apartments - Renovated 2 Bedroom Apartment for Rent, $1699.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Hamilton, Bold Street Apartments - XL Bachelor Apartment for Rent, $1250.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 450, No
Hamilton, Bold Street Apartments - Large Bachelor Apartment for Rent, $1099.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, Not Available, No
Hamilton, 285 Melvin Apartments   - 1 Bedroom Apartment for Rent, $1525.00, Apartment, Bedrooms: 1, Bathrooms: 1, 700, No
Hamilton, Burlington 2 Bedroom Apartment for Rent - 1249 North Shore Boule, $2899.00, Apartment, Bedrooms: 2, Bathrooms: 1, 923, No
Hamilton, Burlington 1 Bedroom Apartment for Rent - 1249 North Shore Boule, $2349.00, Apartment, Bedrooms: 1, Bathrooms: 1, 702, No
Hamilton, Renovated 1 Bedroom Apartments for Rent, $1799.00, Apartment, Bedrooms: 1, Bathrooms: 1, 750, No
Hamilton, 1 Bedroom Apartment for Rent - 472 Brock Avenue, $2150.00, Apartment, Bedrooms: 1, Bathrooms: 1, 551, No
Hamilton, Luxury Meets Affordability!! Call Now Don't Miss Out!, $1740.00, Apartment, Bedrooms: 1, Bathrooms: 1, 592, No
Hamilton, Three Bedroom For Rent at Martha Terrace - 395  Martha Street, $3200.00, Apartment, Bedrooms: 3, Bathrooms: 2, 1167, Yes
Hamilton, 2 Bedroom Apartment for Rent - 685/695/705 Surrey Lane, $1950.00, Apartment, Bedrooms: 2, Bathrooms: 1, 830, No
Hamilton, 2 Bedroom Newly Renovated Suite for Rent, $1949.00, Apartment, Bedrooms: 2, Bathrooms: 1, 850, No
Hamilton, 3 Bedroom Apartment for Rent - 950 Warwick Court, $2800.00, Apartment, Bedrooms: 3, Bathrooms: 1.5, 1138, No
Hamilton, 1791 Kind Road East - Renovated 2 Bedroom Suite, $2099.00, Apartment, Bedrooms: 2, Bathrooms: 1, 1000, No
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
Guelph, Downtown - 1 bedroom apartment, $1275.00, Apartment, Bedrooms: 1, Bathrooms: 1, 500, No
Guelph, newly renovated 2-3 bedroom apartment downtown guelph, $2895.00, Apartment, Bedrooms: 3, Bathrooms: 2, Limited, No
Guelph, 1 Bedroom Apartment in Guelph - Fully Furnished, $2000.00, Apartment, Bedrooms: 1, Bathrooms: 1, 600, Yes
Guelph, The LOFTS at 2 Quebec - Loft 214 Apartment for Rent, $2800.00, Apartment, Bedrooms: 1, Bathrooms: 1, 1063, Yes
Guelph, The LOFTS at 2 Quebec - Loft 212 Apartment for Rent, $2800.00, Apartment, Bedrooms: 1, Bathrooms: 1, 1098, Yes
Guelph, The LOFTS at 2 Quebec - Loft 211 Apartment for Rent, $2950.00, Apartment, Bedrooms: 1 + Den, Bathrooms: 1, 1117, Yes
Guelph, The LOFTS at 2 Quebec - Loft 209 Apartment for Rent, $2300.00, Apartment, Bedrooms: 1, Bathrooms: 1, 778, Yes
Guelph, The LOFTS at 2 Quebec - Loft 205 Apartment for Rent, $3500.00, Apartment, Bedrooms: 1 + Den, Bathrooms: 2, 1417, Yes
Guelph, The LOFTS at 2 Quebec - Loft 202 Apartment for Rent, $2800.00, Apartment, Bedrooms: 1, Bathrooms: 1, 954, Yes
Guelph, 2 Quebec Street - Beautiful Upscale 1 Bedroom + Den!, $3500.00, Apartment, Bedrooms: 1 + Den, Bathrooms: 2, Not Available, Yes
Guelph, 2 Quebec Street - Beautiful Large Upscale 1 Bedrooms!, $2800.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, Yes
Guelph, 2 Quebec Street - Beautiful Upscale 1 Bedrooms!, $2300.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, Yes
Guelph, STUDIO APARTMENT FOR RENT, $1100.00, Apartment, Bedrooms: Bachelor/Studio, Bathrooms: 1, 600, Yes
Guelph, Avalon on the Parkway: Apartment for rent in Guelph, $2399.00, Apartment, Bedrooms: 2, Bathrooms: 1, 896, No
 2, 950, No
Guelph, 444 Victoria Rd. N - 1 Bedroom Apartment for Rent, $1822.00, Apartment, Bedrooms: 1, Bathrooms: 1, 617, No
Guelph, 2 bed plus den apartment, $2200.00, Apartment, Bedrooms: 2 + Den, Bathrooms: 1, Limited, No
Guelph, *NEW* 1 Bedroom 2 Bedroom 2 Bedroom + Loft Starting at $2500, $2500.00, Apartment, Bedrooms: 2 + Den, Bathrooms: 1.5, Limited, No
